0,donnasept.txt,4
1,sodimac homecenter.txt,4
2,scotiabank.txt,4
3,entel 4g corto.txt,4
4,limon soda.txt,5
5,dove desodorante hombre.txt,3
6,mr big (2).txt,5
7,bilz y pap.txt,5
8,johnson mundial.txt,3
9,ripley dias r.txt,4
